Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Electricity:Facility [J](Hourly)
 02/12  20:00:00,18.71666667,17.91666667,0.625,0,0,1164542054
 02/12  21:00:00,15.81666667,22.33333333,0,0,0,1164542040
 02/12  22:00:00,13.11666667,27.5,1.225,0,0,1076547026
 02/12  23:00:00,11.90833333,32.33333333,1.75,0,0,988542393.3
 02/12  24:00:00,11.7,34.58333333,2.141666667,0,0,900542576.8
 02/13  01:00:00,9.075,41.41666667,2.6,0,0,1035970876
 02/13  02:00:00,7.2,46.58333333,3.475,0,0,1035970878
 02/13  03:00:00,7.55,46.41666667,4.1,0,0,1035970877
 02/13  04:00:00,6.516666667,50.08333333,4.391666667,0,0,1035970877
 02/13  05:00:00,5.891666667,50.66666667,4.308333333,0,0,1079970788
 02/13  06:00:00,6.45,49,4.1,0,0,1257688698
 02/13  07:00:00,6.35,49,3.516666667,0,0,1550783112
 02/13  08:00:00,7.383333333,46.08333333,3.391666667,38,73.61111111,1842299140
 02/13  09:00:00,10.575,38.75,3.891666667,124.9166667,218.75,3834722819
 02/13  10:00:00,14.18333333,29.75,4.741666667,209.75,69.58333333,4058854958
 02/13  11:00:00,16.24166667,27.16666667,3.041666667,213.75,69.83333333,4007419555
 02/13  12:00:00,17.98333333,25.08333333,2.141666667,321.8333333,303.25,4081877597
 02/13  13:00:00,19.89166667,20.08333333,1.958333333,316.0833333,117,3932619497
 02/13  14:00:00,21.24166667,17.41666667,1.5,286.5833333,30.91666667,4131887626
 02/13  15:00:00,21.99166667,16.41666667,1.85,283.8333333,104.4166667,4148806901
 02/13  16:00:00,21.90833333,16,2.1,202.4166667,103.6666667,4146767354
 02/13  17:00:00,21.35,18.33333333,2.683333333,144.5833333,13.91666667,4312933335
 02/13  18:00:00,20.45833333,20.58333333,3.1,39.41666667,2.583333333,3895932829
 02/13  19:00:00,19.65,22.16666667,2.808333333,0,0,3348249337
 02/13  20:00:00,18.46666667,25.33333333,3.766666667,0,0,3245853809
 02/13  21:00:00,17.45,28.16666667,3.141666667,0,0,2692306294
 02/13  22:00:00,17.2,30.16666667,3.558333333,0,0,2602081300
 02/13  23:00:00,16.26666667,35.66666667,4.016666667,0,0,1257683920
 02/13  24:00:00,16.53333333,32.58333333,3.891666667,0,0,1079970788
 02/14  01:00:00,15.91666667,32.08333333,1.708333333,0,0,1035970870
 02/14  02:00:00,14.65,40.25,1.808333333,0,0,1035970871
 02/14  03:00:00,15.39166667,45.16666667,5.491666667,0,0,1035970872
 02/14  04:00:00,14.46666667,56.5,3,0,0,1035970869
 02/14  05:00:00,12.36666667,75.08333333,3.033333333,0,0,1079970781
 02/14  06:00:00,11.35,84.75,5.783333333,0,0,1257688690
 02/14  07:00:00,10.80833333,88.33333333,4.975,0,0,1548649967
 02/14  08:00:00,10.6,91.75,5.033333333,19.66666667,0.666666667,1841285399
 02/14  09:00:00,10.89166667,91.25,5.058333333,55.41666667,3.5,3834764849
 02/14  10:00:00,11.1,91.75,4.016666667,122,2.916666667,3651078930
 02/14  11:00:00,11.74166667,91.25,3.308333333,240.75,1.916666667,3501396184
 02/14  12:00:00,12.55,87.66666667,2.516666667,299.9166667,30.58333333,3748961760
 02/14  13:00:00,13.73333333,81.33333333,2.391666667,342.5833333,146.25,3699822289
 02/14  14:00:00,15.1,73.33333333,2.308333333,320.4166667,151.8333333,3985916399
 02/14  15:00:00,15.6,70,1.75,243.6666667,444.5,4027358920
 02/14  16:00:00,15.89166667,65.91666667,0.625,170.8333333,454.4166667,4053010183
 02/14  17:00:00,16.1,64.16666667,0.875,105.8333333,336.75,4245151961
 02/14  18:00:00,15.80833333,67.91666667,2.725,38.66666667,101.8333333,3814063015
 02/14  19:00:00,14.9,72.91666667,3.6,0,0,3208961169
 02/14  20:00:00,14.10833333,76.75,3.308333333,0,0,3056937080
 02/14  21:00:00,13.55,79.16666667,2.166666667,0,0,2476207080
 02/14  22:00:00,13.3,81.75,1.85,0,0,2368392504
 02/14  23:00:00,13.00833333,84.75,1.75,0,0,1257683916
 02/14  24:00:00,10.81666667,86,1.208333333,0,0,1079970783
 02/15  01:00:00,9.4,87.75,1.641666667,0,0,1035970865
 02/15  02:00:00,9.4,89,2.1,0,0,1035970862
 02/15  03:00:00,9.108333333,89,4.491666667,0,0,1035970861
 02/15  04:00:00,9.191666667,83.75,4.1,0,0,1035970859
 02/15  05:00:00,9.4,78.25,3.475,0,0,1079970769
 02/15  06:00:00,9.4,67.66666667,4.741666667,0,0,1257688694
 02/15  07:00:00,8.758333333,62.16666667,3.683333333,0,0,1549609810
 02/15  08:00:00,7.658333333,69.41666667,1.666666667,25.36111111,6.111111111,1841875291
 02/15  09:00:00,8.483333333,66.41666667,1.933333333,81.75,6.333333333,3783635531
 02/15  10:00:00,9.75,59.83333333,2.6,187.9166667,6.916666667,3651217616
 02/15  11:00:00,10.35,54.91666667,4.7,220.5833333,7.333333333,3475124431
 02/15  12:00:00,10.25,54.91666667,5.266666667,204.3333333,8.666666667,3475159939
 02/15  13:00:00,10,59.33333333,3.433333333,340.25,7.25,3295596912
 02/15  14:00:00,10.64166667,57.5,2.891666667,329.4166667,3.916666667,3474716418
 02/15  15:00:00,11.45,52.66666667,2.516666667,281.5833333,11.08333333,3474602734
 02/15  16:00:00,12.34166667,48.66666667,2.683333333,201.9166667,39.83333333,3634328655
 02/15  17:00:00,13.09166667,49.33333333,3.683333333,131.75,56.08333333,3996108953
 02/15  18:00:00,12.36666667,57.41666667,4.391666667,32.5,24.16666667,3512567862
 02/15  19:00:00,11.35,63.16666667,4.308333333,0,0,2712126481
 02/15  20:00:00,10.45833333,66.91666667,3.516666667,0,0,2624286424
 02/15  21:00:00,9.65,70.16666667,3.391666667,0,0,2086455689
 02/15  22:00:00,8.466666667,78,3.308333333,0,0,1998721156
 02/15  23:00:00,7.158333333,84.75,2.516666667,0,0,1257683905
 02/15  24:00:00,6.991666667,86,2.683333333,0,0,1079970771
 02/16  01:00:00,6.266666667,87.75,2.808333333,0,0,1035970850
 02/16  02:00:00,5.6,91.33333333,3.183333333,0,0,1035970851
 02/16  03:00:00,5.25,93,3.308333333,0,0,1035970854
 02/16  04:00:00,4.65,93,3.1,0,0,1035970855
 02/16  05:00:00,4.108333333,93,3.683333333,0,0,1079970769
 02/16  06:00:00,3.9,93,4.391666667,0,0,1262370298
 02/16  07:00:00,3.55,93,4.6,0,0,1554240606
 02/16  08:00:00,3.65,90.66666667,4.6,38,19.22222222,1844766605
 02/16  09:00:00,5.183333333,83.16666667,3.725,116.4166667,90.83333333,3784788655
 02/16  10:00:00,8.375,63.25,3.975,163,341.1666667,3651662761
 02/16  11:00:00,10.64166667,50.83333333,4.308333333,137.75,658.25,3475104964
 02/16  12:00:00,12.09166667,49.41666667,4.391666667,139,695.9166667,3582735367
 02/16  13:00:00,14.43333333,41.41666667,5.533333333,152.9166667,814,3719689319
 02/16  14:00:00,15.89166667,33.66666667,5.908333333,150.25,812.1666667,3995013780
 02/16  15:00:00,16.74166667,29.08333333,5.991666667,137.3333333,775.8333333,4051824856
 02/16  16:00:00,17.2,27.58333333,5.908333333,114.5,691,4075012987
 02/16  17:00:00,17.55,26.25,5.058333333,81.83333333,514.8333333,4254923774
 02/16  18:00:00,17.45,24.41666667,3.433333333,41.41666667,213.9166667,3843728132
 02/16  19:00:00,16.55833333,24.58333333,4.116666667,0,0,3268360333
 02/16  20:00:00,15.80833333,24.41666667,3.975,0,0,3126813482
 02/16  21:00:00,15.25,26.33333333,3.975,0,0,2554176967
 02/16  22:00:00,14.65,28.58333333,4.016666667,0,0,2431247384
 02/16  23:00:00,14.75,30.75,7.508333333,0,0,1257683902
 02/16  24:00:00,13.71666667,39.58333333,10.00833333,0,0,1079970770
 02/17  01:00:00,9.883333333,65.41666667,6.183333333,0,0,1035970850
 02/17  02:00:00,7.45,83.5,2.725,0,0,1035970850
 02/17  03:00:00,7.841666667,77.25,4.2,0,0,1035970849
 02/17  04:00:00,8.3,66.33333333,5.408333333,0,0,1035970845
 02/17  05:00:00,8.3,63,5.491666667,0,0,1079970756
 02/17  06:00:00,8.3,60.08333333,4.766666667,0,0,1257688666
 02/17  07:00:00,7.658333333,51,4.741666667,0,0,1550520363
 02/17  08:00:00,6.558333333,47.75,5.2,24.5,198.3611111,1842451967
 02/17  09:00:00,7.091666667,44.91666667,6.075,56.41666667,589.4166667,3783579917
 02/17  10:00:00,8.733333333,42.58333333,6.408333333,80.83333333,762.25,3651075105
 02/17  11:00:00,10.1,40.08333333,6.2,100.5833333,794,3474902301
 02/17  12:00:00,11.53333333,35.66666667,5.908333333,116.0833333,844.0833333,3474998620
 02/17  13:00:00,12.2,33.41666667,5.408333333,168.3333333,763.6666667,3296060787
 02/17  14:00:00,12.84166667,30.08333333,6.075,167.8333333,746.25,3808390234
 02/17  15:00:00,13.94166667,26.25,6.116666667,115.8333333,817.5833333,3867958918
 02/17  16:00:00,14.4,24.41666667,5.408333333,86.41666667,801.75,3895390319
 02/17  17:00:00,14.10833333,24,3.975,62.41666667,645.1666667,4049677225
 02/17  18:00:00,13.9,25.16666667,2.808333333,34.58333333,340.5833333,3629449803
 02/17  19:00:00,12.90833333,30.08333333,2.891666667,0,0,2996965217
 02/17  20:00:00,11.26666667,36.5,2.166666667,0,0,2778024224
 02/17  21:00:00,9.9,39,2.141666667,0,0,2085921844
 02/17  22:00:00,8.116666667,47.75,2.6,0,0,1998265134
 02/17  23:00:00,6.558333333,59.25,3.475,0,0,1257683889
 02/17  24:00:00,5.458333333,68.83333333,3.808333333,0,0,1079970759
 02/18  01:00:00,4.65,76.5,4.183333333,0,0,856544224
 02/18  02:00:00,4.4,77.25,4.308333333,0,0,856544224.8
 02/18  03:00:00,3.758333333,79.5,3.516666667,0,0,856544226.2
 02/18  04:00:00,3.65,80.25,3.1,0,0,856544226.2
 02/18  05:00:00,3.9,79,3.1,0,0,902101989.5
 02/18  06:00:00,3.258333333,80.75,1.291666667,0,0,996340829.1
 02/18  07:00:00,3.091666667,78.5,0,0,0,1553061335
 02/18  08:00:00,2.658333333,81.25,0.583333333,24,221.3333333,1484906334
 02/18  09:00:00,4.183333333,78,1.641666667,53.5,608.4166667,2349350063
 02/18  10:00:00,7.175,66,0.875,75.91666667,789.25,2216351698
 02/18  11:00:00,9.641666667,53.41666667,1.516666667,92.41666667,873.75,2040025459
 02/18  12:00:00,11.88333333,42.75,1.958333333,102.75,918.5,2097109988
 02/18  13:00:00,13.73333333,32.58333333,1.85,106.3333333,936.1666667,2396770198
 02/18  14:00:00,14.75,26.83333333,1.458333333,103.8333333,928.4166667,2488162891
 02/18  15:00:00,15.35,24.83333333,1.933333333,95.33333333,898.5833333,1624399385
 02/18  16:00:00,15.89166667,24.58333333,3.475,80.66666667,828.75,1652079986
 02/18  17:00:00,15.80833333,23.83333333,3.516666667,59.41666667,679.75,1821469832
 02/18  18:00:00,15.25,23.58333333,2.166666667,32.83333333,371.4166667,1648729747
 02/18  19:00:00,14.00833333,27.5,2.141666667,2.444444444,24.44444444,1221789417
 02/18  20:00:00,13.3,31.16666667,2.308333333,0,0,1164546794
 02/18  21:00:00,11.375,39,0.875,0,0,1164546785
 02/18  22:00:00,9.008333333,51,1.225,0,0,1076550137
 02/18  23:00:00,7.366666667,60.08333333,2.391666667,0,0,988543957.4
 02/18  24:00:00,6.058333333,65.91666667,2.308333333,0,0,900544134.6
 02/19  01:00:00,4.9,69.16666667,2.683333333,0,0,856542633
 02/19  02:00:00,4.108333333,73.5,2.516666667,0,0,856542632.3
 02/19  03:00:00,4.191666667,74.25,1.75,0,0,856542617.9
 02/19  04:00:00,4.108333333,74.75,1.85,0,0,858099205.3
 02/19  05:00:00,3.258333333,77.75,2.391666667,0,0,908332809.3
 02/19  06:00:00,1.808333333,84.83333333,2.308333333,0,0,994802310.5
 02/19  07:00:00,1.1,86.66666667,2.1,0,0,1172377330
 02/19  08:00:00,2.383333333,81.5,1.75,19.30555556,311,1105009871
 02/19  09:00:00,4.933333333,70.83333333,1.85,43.5,708,1075785800
 02/19  10:00:00,8.025,55.08333333,2.1,65.41666667,866.8333333,940665339.4
 02/19  11:00:00,11.38333333,39.83333333,3.558333333,102.5,909.25,759999258.4
 02/19  12:00:00,13.73333333,32.25,4.016666667,90.08333333,963.5,760002427.6
 02/19  13:00:00,14.75,31.58333333,2.725,77.08333333,994.1666667,1008685956
 02/19  14:00:00,15.99166667,28.5,1.75,74.08333333,993.1666667,1279820899
 02/19  15:00:00,16.99166667,24.25,1.5,68.66666667,965.5833333,1289870952
 02/19  16:00:00,17.55,22.41666667,3.016666667,67.08333333,887.1666667,1036029677
 02/19  17:00:00,17.8,20.83333333,3.516666667,73,689.1666667,935998904.3
 02/19  18:00:00,17.15833333,20.58333333,2.808333333,42.33333333,354.9166667,1067998643
 02/19  19:00:00,16.05833333,22.75,1.958333333,3.333333333,24.83333333,1221784631
 02/19  20:00:00,14.9,26.91666667,0.625,0,0,1164542004
 02/19  21:00:00,12.475,37.16666667,0,0,0,1164542016
 02/19  22:00:00,10.45833333,45.91666667,0,0,0,1076546948
 02/19  23:00:00,8.366666667,55,2.1,0,0,988542369
 02/19  24:00:00,7.55,57.66666667,3.308333333,0,0,900542544.5
 02/20  01:00:00,6.516666667,64.75,3.391666667,0,0,856542611.8
 02/20  02:00:00,5.6,71,3.308333333,0,0,861205306.7
 02/20  03:00:00,5.25,72.16666667,3.683333333,0,0,862768065
 02/20  04:00:00,5,73,4.391666667,0,0,864333759.3
 02/20  05:00:00,4.358333333,74.75,4.308333333,0,0,906790196.1
 02/20  06:00:00,3.9,76,4.741666667,0,0,996368273.1
 02/20  07:00:00,3.55,77.75,4.558333333,0,0,1170821256
 02/20  08:00:00,4.291666667,73.75,3.516666667,32.91666667,100.5555556,1106578559
 02/20  09:00:00,6.633333333,63,3.391666667,67.83333333,523.25,1074230658
 02/20  10:00:00,10.075,50.41666667,3.6,93.66666667,726.1666667,943772549
 02/20  11:00:00,12.63333333,42.08333333,3.6,190,586.5,759999235
 02/20  12:00:00,14.29166667,37.08333333,3.6,189.5,703.75,760002419.5
 02/20  13:00:00,15.99166667,29.75,3.308333333,250,623.25,760002420.2
 02/20  14:00:00,17.34166667,25.41666667,3.1,253.4166667,599.3333333,929257128.5
 02/20  15:00:00,18.09166667,23.25,2.166666667,192,663.3333333,1099910266
 02/20  16:00:00,18.65,20.25,2.433333333,130.9166667,704,1216254321
 02/20  17:00:00,19.19166667,19,2.808333333,73.33333333,647.9166667,935998886
 02/20  18:00:00,18.75833333,20.75,2.308333333,46.08333333,283.5833333,1067998623
 02/20  19:00:00,17.36666667,23.75,2.1,3.666666667,17.94444444,1221784636
 02/20  20:00:00,15.70833333,28.5,2.1,0,0,1164542011
 02/20  21:00:00,13.71666667,35.66666667,2.683333333,0,0,1164541997
 02/20  22:00:00,12.45,40.75,3.391666667,0,0,1076546947
 02/20  23:00:00,11.26666667,45.5,3.308333333,0,0,988542347.9
 02/20  24:00:00,10.6,49.16666667,3.1,0,0,900542532.1
 02/21  01:00:00,10.25,51.16666667,2.808333333,0,0,1035970819
 02/21  02:00:00,9.65,54.33333333,3.183333333,0,0,1035970820
 02/21  03:00:00,9.4,56,3.308333333,0,0,1035970821
 02/21  04:00:00,9.108333333,58.91666667,3.683333333,0,0,1035970817
 02/21  05:00:00,8.55,61,3.516666667,0,0,1079970727
 02/21  06:00:00,8.3,58.08333333,2.808333333,0,0,1257688612
 02/21  07:00:00,8.3,58.91666667,2.6,0,0,1551191312
 02/21  08:00:00,8.008333333,65.08333333,2.308333333,34.88888889,94.02777778,1842684930
 02/21  09:00:00,9.433333333,59.83333333,2.683333333,82.08333333,485.5833333,3783373776
 02/21  10:00:00,11.88333333,45.25,5.2,114.5833333,597.5833333,3758827227
 02/21  11:00:00,14.43333333,31.41666667,6.408333333,127.1666667,761.3333333,3894643929
 02/21  12:00:00,15.89166667,26,7.366666667,194.5833333,697.25,3983225615
 02/21  13:00:00,16.45,17.25,10.3,141.5,854.4166667,3836891842
 02/21  14:00:00,14.71666667,9.833333333,12.73333333,123.5833333,909.8333333,3901235301
 02/21  15:00:00,13.3,6.666666667,11.88333333,137.5833333,770.0833333,3731218087
 02/21  16:00:00,13.00833333,6.166666667,10.50833333,213.75,196.9166667,3693954473
 02/21  17:00:00,12.15833333,9.916666667,10.88333333,120.1666667,69.41666667,3734574858
 02/21  18:00:00,11.35,15.5,8.616666667,61.41666667,14,3244759039
 02/21  19:00:00,10.45833333,19.75,7.575,4.611111111,0.777777778,2681315325
 02/21  20:00:00,9.358333333,25.08333333,7.616666667,0,0,2624354844
 02/21  21:00:00,8.55,26.83333333,7.2,0,0,2086614414
 02/21  22:00:00,7.658333333,27.75,6.033333333,0,0,1998885602
 02/21  23:00:00,6.908333333,28.41666667,5.783333333,0,0,1257683862
 02/21  24:00:00,6.7,26.25,6.783333333,0,0,1079970725
 02/22  01:00:00,6.058333333,25.58333333,6.325,0,0,1035970803
 02/22  02:00:00,5.25,24.83333333,5.991666667,0,0,1035970804
 02/22  03:00:00,4.358333333,26.33333333,5.616666667,0,0,1035970807
 02/22  04:00:00,4.191666667,25.08333333,5.783333333,0,0,1039086880
 02/22  05:00:00,4.108333333,23.58333333,6.2,0,0,1086210143
 02/22  06:00:00,3.55,24.58333333,4.975,0,0,1265506510
 02/22  07:00:00,3.3,25,4.391666667,0,0,1555365628
 02/22  08:00:00,3.65,24.41666667,3.433333333,23.5,357.9166667,1813717433
 02/22  09:00:00,5.183333333,22.83333333,4.116666667,43.33333333,702.8333333,3784425223
 02/22  10:00:00,7.091666667,19.66666667,5.491666667,60.83333333,886.1666667,3651694580
 02/22  11:00:00,8.733333333,17.41666667,4.475,74.16666667,948.1666667,3475308565
 02/22  12:00:00,10.1,17,4.533333333,82,981.5,3475227692
 02/22  13:00:00,11.24166667,16.41666667,4.558333333,85.33333333,998.6666667,3296542580
 02/22  14:00:00,12.34166667,16,4.391666667,83.16666667,993,3604587631
 02/22  15:00:00,13.09166667,16,4.016666667,76.5,965,3765149109
 02/22  16:00:00,13.65,15.41666667,2.375,64.33333333,908.5833333,3848000805
 02/22  17:00:00,13.9,15,3.658333333,48,782.25,4033279044
 02/22  18:00:00,13.25833333,15.58333333,4.266666667,27.66666667,493.0833333,3560823521
 02/22  19:00:00,12.15833333,17.16666667,3.016666667,2.333333333,36.22222222,2771288374
 02/22  20:00:00,10.70833333,20.33333333,2.891666667,0,0,2623988457
 02/22  21:00:00,8.366666667,27.25,2.808333333,0,0,2086311530
 02/22  22:00:00,7.2,31,3.183333333,0,0,2051930781
 02/22  23:00:00,5.566666667,38,3.308333333,0,0,1257683855
 02/22  24:00:00,3.758333333,45.91666667,2.166666667,0,0,1079970723
 02/23  01:00:00,2.658333333,50.33333333,2.725,0,0,1035970801
 02/23  02:00:00,2.55,50.83333333,3.308333333,0,0,1035970795
 02/23  03:00:00,1.808333333,55.25,2.808333333,0,0,1037528070
 02/23  04:00:00,1.1,60.75,2.308333333,0,0,1043762790
 02/23  05:00:00,1.1,60.25,2.1,0,0,1086221232
 02/23  06:00:00,0.808333333,60.16666667,0.875,0,0,1265508344
 02/23  07:00:00,0.25,62.75,0.583333333,0,0,1555247470
 02/23  08:00:00,0,65.75,0.416666667,23.83333333,359.4166667,1814150946
 02/23  09:00:00,2.275,57.66666667,0.875,45.16666667,719.75,3784394384
 02/23  10:00:00,6.466666667,41.08333333,2.141666667,62.83333333,875.25,3651475197
 02/23  11:00:00,9.641666667,29.91666667,2.6,76.33333333,948.3333333,3475118651
 02/23  12:00:00,12.175,24.08333333,2.6,84.75,981.0833333,3620920503
 02/23  13:00:00,14.29166667,19.66666667,1.958333333,87.58333333,991.25,3707191234
 02/23  14:00:00,15.99166667,16.25,1.85,85.91666667,984.5833333,4001396292
 02/23  15:00:00,17.34166667,15,3.558333333,78.58333333,958.5833333,4063887370
 02/23  16:00:00,17.8,15,4.308333333,66.16666667,901.3333333,4071559924
 02/23  17:00:00,18.09166667,15,4.1,49.25,773.5833333,4248754258
 02/23  18:00:00,17.65833333,15,3.516666667,29.41666667,486.5,3831542661
 02/23  19:00:00,16.55833333,15.58333333,2.516666667,2.555555556,35.88888889,3223037433
 02/23  20:00:00,14.46666667,19.5,1.458333333,0,0,3043507917
 02/23  21:00:00,12.36666667,24.33333333,1.291666667,0,0,2249363661
 02/23  22:00:00,10.06666667,30.08333333,2.433333333,0,0,1997950059
 02/23  23:00:00,8.55,36.5,2.516666667,0,0,1257683846
 02/23  24:00:00,7.658333333,40.75,1.458333333,0,0,1079970713
 02/24  01:00:00,6.908333333,43.75,2.225,0,0,1035970790
 02/24  02:00:00,6.058333333,47.33333333,3.683333333,0,0,1035970787
 02/24  03:00:00,5.891666667,49,2.933333333,0,0,1035970784
 02/24  04:00:00,5.458333333,50.16666667,1.458333333,0,0,1035970787
 02/24  05:00:00,4.008333333,54.5,2.225,0,0,1079970702
 02/24  06:00:00,3.65,57,2.808333333,0,0,1257688585
 02/24  07:00:00,3.9,58.75,1.958333333,0,0,1552169565
 02/24  08:00:00,4.541666667,57.08333333,0.625,22.25,408.8333333,1811659095
 02/24  09:00:00,7.916666667,48,1.808333333,40.33333333,751.0833333,3797617199
 02/24  10:00:00,11.63333333,38.91666667,2.516666667,56.58333333,893.25,3707587248
 02/24  11:00:00,14.725,32.5,0.875,68.33333333,956.6666667,3901768176
 02/24  12:00:00,18.375,24.16666667,2.391666667,75.83333333,989.9166667,4094358342
 02/24  13:00:00,20.64166667,18.83333333,3.225,78.58333333,1001.083333,3956385508
 02/24  14:00:00,21.74166667,16.83333333,1.083333333,77.08333333,998.3333333,4179322182
 02/24  15:00:00,22.84166667,14.83333333,1.516666667,70.66666667,974.1666667,4217950927
 02/24  16:00:00,23.65,13.41666667,1.958333333,59.41666667,921.5,4233317471
 02/24  17:00:00,23.25833333,13.58333333,0.625,44.25,803.6666667,4402795591
 02/24  18:00:00,22.8,15.75,1.225,26,525.75,3956301737
 02/24  19:00:00,21.16666667,19.33333333,2.1,2.333333333,40.5,3336496381
 02/24  20:00:00,18.36666667,24.5,2.975,0,0,3243349635
 02/24  21:00:00,16.55833333,28.75,3.016666667,0,0,2649559428
 02/24  22:00:00,15.80833333,31.16666667,1.958333333,0,0,2508479936
 02/24  23:00:00,13.96666667,36.08333333,1.85,0,0,1257683833
 02/24  24:00:00,12.15833333,41.33333333,2.1,0,0,1079970698
 02/25  01:00:00,10.70833333,44.75,3.266666667,0,0,856544158.3
 02/25  02:00:00,9.008333333,51.83333333,3.225,0,0,856544162.1
 02/25  03:00:00,7.658333333,58.33333333,2.891666667,0,0,856544164.1
 02/25  04:00:00,6.558333333,62.91666667,3.391666667,0,0,856544166
 02/25  05:00:00,6.741666667,62.08333333,4.183333333,0,0,900544079.4
 02/25  06:00:00,6.558333333,62.91666667,4.308333333,0,0,988548626.8
 02/25  07:00:00,5.108333333,67.91666667,3.225,0,0,1550157942
 02/25  08:00:00,6.383333333,63,3.183333333,49.33333333,51.33333333,1503896068
 02/25  09:00:00,10.71666667,48.66666667,3.016666667,127.9166667,179.75,2506670738
 02/25  10:00:00,14.43333333,39.66666667,2.308333333,195.75,486.5833333,2640409925
 02/25  11:00:00,16.88333333,32.16666667,2.391666667,270.75,499.4166667,2617677275
 02/25  12:00:00,19.08333333,24.5,1.958333333,270.9166667,500.4166667,2667716246
 02/25  13:00:00,20.64166667,21.41666667,1.5,176.25,762.25,2701049378
 02/25  14:00:00,21.74166667,19.25,1.85,165.5833333,810.6666667,2734684099
 02/25  15:00:00,23.19166667,16.83333333,1.75,155.25,750.4166667,1862578781
 02/25  16:00:00,23.9,16,2.141666667,148.0833333,607.75,1868284520
 02/25  17:00:00,23.9,15.41666667,3.183333333,125.3333333,373.1666667,2031792659
 02/25  18:00:00,23.25833333,16.16666667,3.016666667,61.08333333,108.1666667,1882928334
 02/25  19:00:00,22.15833333,18.16666667,1.958333333,4.277777778,5.611111111,1221789322
 02/25  20:00:00,20.06666667,22.5,0.625,0,0,1164546700
 02/25  21:00:00,16.625,29.66666667,1.225,0,0,1164546708
 02/25  22:00:00,15.35,32.41666667,0.875,0,0,1076550040
 02/25  23:00:00,14.60833333,34.91666667,0.875,0,0,988543903.5
 02/25  24:00:00,13.25833333,38.75,1.85,0,0,900544077.6
 02/26  01:00:00,12.15833333,44.08333333,2.391666667,0,0,856542567.2
 02/26  02:00:00,9.716666667,55.16666667,1.958333333,0,0,856542575.9
 02/26  03:00:00,8.3,59.25,2.141666667,0,0,856542585.7
 02/26  04:00:00,8.008333333,60.91666667,2.6,0,0,856542579.8
 02/26  05:00:00,6.808333333,65.91666667,1.958333333,0,0,900542479.1
 02/26  06:00:00,6.741666667,63.33333333,1.85,0,0,988547051.5
 02/26  07:00:00,6.908333333,60,2.683333333,0,0,1164541955
 02/26  08:00:00,7.341666667,60.58333333,3.1,55.08333333,122.1666667,1067998592
 02/26  09:00:00,10.71666667,51.66666667,3.683333333,129.75,360.8333333,1067998594
 02/26  10:00:00,14.43333333,40.91666667,3.516666667,183,552.25,935998841.8
 02/26  11:00:00,17.175,32.16666667,3.1,220.8333333,623.25,759999198
 02/26  12:00:00,19.64166667,25.08333333,3.683333333,219.5833333,763.5,1143962993
 02/26  13:00:00,21.24166667,22.41666667,3.516666667,182.0833333,832.25,1344541905
 02/26  14:00:00,22.34166667,20.83333333,3.1,150.9166667,849.3333333,1450362554
 02/26  15:00:00,24.08333333,16.5,2.516666667,132.0833333,828.5833333,1395718572
 02/26  16:00:00,25,14.58333333,2.975,111,749.75,1461523933
 02/26  17:00:00,25,14.41666667,3.308333333,82.33333333,597.75,1562438464
 02/26  18:00:00,24.35833333,14,2.808333333,46.33333333,311.3333333,1067998592
 02/26  19:00:00,22.90833333,15.16666667,1.958333333,3.888888889,20.22222222,1221784593
 02/26  20:00:00,20.275,21.25,1.5,0,0,1164541954
 02/26  21:00:00,17.90833333,25,0.625,0,0,1164541959
 02/26  22:00:00,15.56666667,28.5,0.875,0,0,1076546868
 02/26  23:00:00,13.46666667,36.25,2.725,0,0,988542315.1
 02/26  24:00:00,12.8,40,3.6,0,0,900542498.1
 02/27  01:00:00,12.15833333,41.75,3.308333333,0,0,1035970764
 02/27  02:00:00,11.35,46.5,3.1,0,0,1035970759
 02/27  03:00:00,10.10833333,51.91666667,3.1,0,0,1035970757
 02/27  04:00:00,8.116666667,56.33333333,3.1,0,0,1035970757
 02/27  05:00:00,7.2,59.16666667,3.1,0,0,1079970672
 02/27  06:00:00,7.55,57.66666667,3.1,0,0,1257688539
 02/27  07:00:00,7.45,58.33333333,2.166666667,0,0,1549384986
 02/27  08:00:00,8.191666667,56.5,2.725,26.91666667,383,1913343568
 02/27  09:00:00,12.10833333,45.25,3.891666667,54.16666667,709.4166667,4035665679
 02/27  10:00:00,15.1,36.66666667,4.1,98.41666667,786.75,4116571995
 02/27  11:00:00,16.88333333,32.08333333,3.808333333,153.8333333,653.75,4052573471
 02/27  12:00:00,19.08333333,26.5,2.725,206.0833333,650.0833333,4113818148
 02/27  13:00:00,21.28333333,22.83333333,2.683333333,281.75,608.8333333,3981308057
 02/27  14:00:00,23.19166667,19.66666667,1.875,271.3333333,561.8333333,4226885842
 02/27  15:00:00,24.54166667,16.83333333,1.933333333,214.3333333,536.8333333,4254409726
 02/27  16:00:00,25.35,15.41666667,2.308333333,152.4166667,490.5833333,4263460181
 02/27  17:00:00,25.25,15.58333333,2.975,130.5833333,413.1666667,4434725568
